doc_id,twitter_username,twitter_available,twitter_created_at,twitter_full_text_topic,twitter_full_text,twitter_retweet_count,twitter_favorite_count,twitter_followers_count,twitter_location,twitter_word_count,twitter_year,twitter_month,twitter_week,twitter_time_index_month,twitter_time_index_week,twitter_emojis,twitter_hashtags,twitter_tags,label,topic,from,to
ABaerbock15587025001,ABaerbock,TRUE,2019-05-24T12:55:00Z,Klimaaktivismus Danke Fridays For Future. Das ist die groesste Klimabewegung aller Zeiten. Jung und Alt in ueber 300 Staedten Deutschlands auf der Strasse. Klima Wahl Vote For Climate Europawahl2019 Klimaschutz Jugend Aendert Europa,Danke Fridays For Future. Das ist die groesste Klimabewegung aller Zeiten. Jung und Alt in ueber 300 Staedten Deutschlands auf der Strasse. Klima Wahl Vote For Climate Europawahl2019 Klimaschutz Jugend Aendert Europa,92,659,107693,Brandenburg,26,2019,5,21,21,89,NA,#FridaysForFuture|#KlimaWahl|#VoteForClimate|#Europawahl2019|#Klimaschutz|#JugendAendertEuropa,NA,positive,Klimaaktivismus,0,15
ABaerbock15592071001,ABaerbock,TRUE,2019-05-30T09:05:00Z,"Nahostpolitik Inferno in Idlib : Helfer, die mit Blut ueberstroemte Kinder aus den Truemmern ziehen, die Augen aufgerissen, der Blick starr vor Entsetzen. Die Welt hat uns aufgegeben. Eine Schande fuer uns alle.","Inferno in Idlib : Helfer, die mit Blut ueberstroemte Kinder aus den Truemmern ziehen, die Augen aufgerissen, der Blick starr vor Entsetzen. Die Welt hat uns aufgegeben. Eine Schande fuer uns alle.",299,680,107693,Brandenburg,32,2019,5,22,21,90,NA,#Idlib,NA,negative,Nahostpolitik,0,13
ABaerbock15823659601,ABaerbock,TRUE,2020-02-22T10:06:00Z,"Terror Say Their Names Wir trauern um Ferhat Uenver Mercedes Kierpacz Sedat Guerbuez Goekhan Gueltekin Hamza Kurtovi Kalojan W. Vili V. Pun Said N. Hashemi Ein neuntes Opfer die bei dem rassistischem Anschlag in Hanau aus ihrem Leben gerissen wurden. Ebenso seine Mutter, Frau Rathjen","Say Their Names Wir trauern um Ferhat Uenver Mercedes Kierpacz Sedat Guerbuez Goekhan Gueltekin Hamza Kurtovi Kalojan W. Vili V. Pun Said N. Hashemi Ein neuntes Opfer die bei dem rassistischem Anschlag in Hanau aus ihrem Leben gerissen wurden. Ebenso seine Mutter, Frau Rathjen",90,507,107693,Brandenburg,42,2020,2,8,30,129,NA,#SayTheirNames|#Hanau,NA,negative,Terror,0,6
ABaerbock15840263401,ABaerbock,TRUE,2020-03-12T15:19:00Z,"Fluechtlingshilfe Humanitaet und Ordnung: Das bedingt einander. Das sehen wir nicht nur auf Lesbos, das sehen wir ueberall an der griechisch-tuerkischen Grenze. Wer zentrale Grundrechte ausser Kraft setzt produziert Chaos, statt geordneter Verfahren. Griechenland Tuerkei","Humanitaet und Ordnung: Das bedingt einander. Das sehen wir nicht nur auf Lesbos, das sehen wir ueberall an der griechisch-tuerkischen Grenze. Wer zentrale Grundrechte ausser Kraft setzt produziert Chaos, statt geordneter Verfahren. Griechenland Tuerkei",61,374,107693,Brandenburg,35,2020,3,11,31,132,NA,#Lesbos|#Griechenland|#Tuerkei,NA,negative,Fluechtlingshilfe,0,17
ABaerbock15944555401,ABaerbock,TRUE,2020-07-11T08:19:00Z,"Terror Erinnerung an Srebrenica - kaum zu ertragen. Ein Voelkermord mitten in Europa, jahrelange Verbrechen gegen die Menschlichkeit, ethnische Saeuberung, Vergewaltigung als Kriegswaffe ... Srebrenica25Years On Mahnung fuer uns alle.","Erinnerung an Srebrenica - kaum zu ertragen. Ein Voelkermord mitten in Europa, jahrelange Verbrechen gegen die Menschlichkeit, ethnische Saeuberung, Vergewaltigung als Kriegswaffe ... Srebrenica25Years On Mahnung fuer uns alle.",83,405,107693,Brandenburg,27,2020,7,28,35,149,NA,#Srebrenica|#Srebrenica25YearsOn,NA,negative,Terror,0,6
ABaerbock15984426601,ABaerbock,TRUE,2020-08-26T11:51:00Z,"Wahlrechtsreform Es ist unwuerdig, dass die Gro Ko seit 2013 bei der Wahlrechtsreform nichts hinbekommen hat und auf den letzten Metern eine Scheinloesung vorlegt. Es schadet demokratischer Politik, wenn fuer eigene Vorteile kaempfen anstatt im Gesamtinteresse des Landes zu handeln.","Es ist unwuerdig, dass die Gro Ko seit 2013 bei der Wahlrechtsreform nichts hinbekommen hat und auf den letzten Metern eine Scheinloesung vorlegt. Es schadet demokratischer Politik, wenn fuer eigene Vorteile kaempfen anstatt im Gesamtinteresse des Landes zu handeln.",90,807,94139,Brandenburg,39,2020,8,35,36,156,NA,#GroKo|#Wahlrechtsreform,@cducsubt,negative,Wahlrechtsreform,0,16
ABaerbock16050957001,ABaerbock,TRUE,2020-11-11T11:55:00Z,"Belarus Unglaubliche Strafrechtsverschaerfungen in Belarus , um friedliche Demonstranten zu inhaftieren und im wahrsten Sinne des Wortes mundtot zu machen. Die EU muss auf allen Ebenen aktiv werden - gerade auch ggue dem Kreml, d diese massiven Menschenrechtsverletzungen stuetzt.","Unglaubliche Strafrechtsverschaerfungen in Belarus , um friedliche Demonstranten zu inhaftieren und im wahrsten Sinne des Wortes mundtot zu machen. Die EU muss auf allen Ebenen aktiv werden - gerade auch ggue dem Kreml, d diese massiven Menschenrechtsverletzungen stuetzt.",38,197,107693,Brandenburg,37,2020,11,46,39,167,NA,#Belarus,NA,negative,Belarus,0,7
ABaerbock16060596601,ABaerbock,TRUE,2020-11-22T15:41:00Z,"Parteipolitik Stolz wie Bolle auf unser neues Grundsatzprogramm. Leidenschaftliche Debatten mit Herz Verstand - so haben wir unser Wertefundament fuer das naechste Jahrzehnt geschaffen. Was fuer eine Arbeit von so vielen. Danke, dass wir gemeinsam diesen Parteitag digital gewagt haben. dbdk20","Stolz wie Bolle auf unser neues Grundsatzprogramm. Leidenschaftliche Debatten mit Herz Verstand - so haben wir unser Wertefundament fuer das naechste Jahrzehnt geschaffen. Was fuer eine Arbeit von so vielen. Danke, dass wir gemeinsam diesen Parteitag digital gewagt haben. dbdk20",82,1054,107693,Brandenburg,41,2020,11,47,39,168,NA,#dbdk20,NA,positive,Parteipolitik,0,13
A_Gloeckner15707925601,A_Gloeckner,TRUE,2019-10-11T11:16:00Z,Friedensnobelpreis Es ist die richtige Entscheidung Abiy Ahmed mit dem Friedensnobelpreis auszuzeichnen. Er hat es geschafft Voelker zu versoehnen und damit einen wichtigen Beitrag fuer Weltfriede und Humanitaet geleistet. aethiopien hungersnotbekaempfen Friedensnobelpreis,Es ist die richtige Entscheidung Abiy Ahmed mit dem Friedensnobelpreis auszuzeichnen. Er hat es geschafft Voelker zu versoehnen und damit einen wichtigen Beitrag fuer Weltfriede und Humanitaet geleistet. aethiopien hungersnotbekaempfen Friedensnobelpreis,0,3,1059,"Südwestpfalz, Rheinland-Pfalz",32,2019,10,41,26,109,NA,#aethiopien|#hungersnotbekaempfen|#Friedensnobelpreis,NA,positive,Friedensnobelpreis,0,18
A_Gloeckner15806468401,A_Gloeckner,TRUE,2020-02-02T12:34:00Z,"EU Heute in Bruessel mit meinen spd KollegInnen im Europa-Ausschuss auf Einladung der FES. Wie machen wir die EU stark, um die vor uns liegenden Aufgaben zu loesen. sozialeungleichheit, Digitalisierung sozialvertraeglichen Klimaschutz","Heute in Bruessel mit meinen spd KollegInnen im Europa-Ausschuss auf Einladung der FES. Wie machen wir die EU stark, um die vor uns liegenden Aufgaben zu loesen. sozialeungleichheit, Digitalisierung sozialvertraeglichen Klimaschutz",0,0,1059,"Südwestpfalz, Rheinland-Pfalz",30,2020,2,5,30,126,NA,#spd|#FES|#EU|#sozialeungleichheit|#Digitalisierung|#sozialvertraeglichenKlimaschutz,NA,positive,EU,0,2
AfDNbg15520306201,AfDNbg,TRUE,2019-03-08T07:37:00Z,"Asyltourismus Malys neuerliche Behauptung, dass Nuernbergs Sicherheit besser geworden sei, ist unglaubwuerdig. Die zunehmende Anzahl an Wohlstandssuchenden werden wohl kaum zu Heiligen mutiert sein. Fluechtlinge Migranten","Malys neuerliche Behauptung, dass Nuernbergs Sicherheit besser geworden sei, ist unglaubwuerdig. Die zunehmende Anzahl an Wohlstandssuchenden werden wohl kaum zu Heiligen mutiert sein. Fluechtlinge Migranten",0,0,1630,"Nürnberg, Bayern",26,2019,3,10,19,78,NA,#Wohlstandssuchenden|#Fluechtlinge|#Migranten,NA,negative,Asyltourismus,0,13
AfDNbg15571536601,AfDNbg,TRUE,2019-05-06T14:41:00Z,"Asyltourismus Die Industrie ist da nun nicht ganz zu verstehen. Vor 3 Jahren hat die noch Refugees Welcome gerufen und heute beschwert die sich, dass kein Geld fuer Investitionen da ist. Nee, nee wo soll das noch hinfuehren.","Die Industrie ist da nun nicht ganz zu verstehen. Vor 3 Jahren hat die noch Refugees Welcome gerufen und heute beschwert die sich, dass kein Geld fuer Investitionen da ist. Nee, nee wo soll das noch hinfuehren.",0,1,1630,"Nürnberg, Bayern",39,2019,5,19,21,87,😕,NA,NA,negative,Asyltourismus,0,13
AfDNbg15600773401,AfDNbg,TRUE,2019-06-09T10:49:00Z,"Medien Und ARD soll wirklich noch mehr Geld bekommen??? GEZ Ich verrate ihnen was. Der Qualitaetsmangel bei den GEZ Medien liegt nicht am Geld, sondern am Personal. Nein, lassen Sie es stecken, kostet nichts.","Und ARD soll wirklich noch mehr Geld bekommen??? GEZ Ich verrate ihnen was. Der Qualitaetsmangel bei den GEZ Medien liegt nicht am Geld, sondern am Personal. Nein, lassen Sie es stecken, kostet nichts.",0,1,1630,"Nürnberg, Bayern",34,2019,6,23,22,91,NA,#ARD|#GEZ|#GEZ,@tagesthemen,negative,Medien,0,6
AfDNbg15620442601,AfDNbg,TRUE,2019-07-02T05:11:00Z,"Medien Ja es ist schon ein Graus fuer den Spiegel. Es will einfach nicht klappen, die AfD bleibt konservative. Der Spiegel sollte sich langsam Mal Gedanken machen, warum seine Verkaufszahlen in den Keller fallen. Mit diesem Gesinnungsjournalismus ist bald kein Brot mehr zuverdienen.","Ja es ist schon ein Graus fuer den Spiegel. Es will einfach nicht klappen, die AfD bleibt konservative. Der Spiegel sollte sich langsam Mal Gedanken machen, warum seine Verkaufszahlen in den Keller fallen. Mit diesem Gesinnungsjournalismus ist bald kein Brot mehr zuverdienen.",0,2,1644,"Nürnberg, Bayern",43,2019,7,27,23,95,NA,#AfD,NA,negative,Medien,0,6
AndiScheuer15132417001,AndiScheuer,TRUE,2017-12-14T08:55:00Z,"Fluechtlingshilfe Es kann nicht sein, dass in Deutschland mehr Asylantraege gestellt werden als in allen anderen EU-Laendern zusammen. Die EU muss bei der Loesung der weltweiten Fluechtlingskrise solidarisch sein und endlich Antworten liefern.","Es kann nicht sein, dass in Deutschland mehr Asylantraege gestellt werden als in allen anderen EU-Laendern zusammen. Die EU muss bei der Loesung der weltweiten Fluechtlingskrise solidarisch sein und endlich Antworten liefern.",52,269,59399,Passau / Berlin,32,2017,12,50,4,12,NA,NA,NA,negative,Fluechtlingshilfe,0,17
AndiScheuer15762255601,AndiScheuer,TRUE,2019-12-13T08:26:00Z,"Klimaschutz Klimaschutz sorgt fuer neue Arbeitsplaetze in den Regionen. Regionalbusse, Lkw, Gabelstapler Autos tanken u.a. in Landshut bald Wasserstoff rein aus erneuerbaren Energien - vor Ort hergestellt! Herzlichen Glueckwunsch an alle 16 H2-Regionen in Deutschland. Hy Land Hy Bayern","Klimaschutz sorgt fuer neue Arbeitsplaetze in den Regionen. Regionalbusse, Lkw, Gabelstapler Autos tanken u.a. in Landshut bald Wasserstoff rein aus erneuerbaren Energien - vor Ort hergestellt! Herzlichen Glueckwunsch an alle 16 H2-Regionen in Deutschland. Hy Land Hy Bayern",5,32,59399,Passau / Berlin,37,2019,12,50,28,118,NA,#Klimaschutz|#Landshut|#Wasserstoff|#H2|#HyLand|#HyBayern,NA,positive,Klimaschutz,0,11
AndreasBleckMdB15108463801,AndreasBleckMdB,TRUE,2017-11-16T15:33:00Z,"Gruene Peinlich fuer die Gruenen: Einige dieser Staaten, die den Kohleausstieg wollen, setzen auf die Kernenergie. Entscheidet euch endlich! Ein gleichzeitiger Ausstieg aus der fossilen Energie und Kernenergie ist auf absehbare Zeit nicht moeglich!","Peinlich fuer die Gruenen: Einige dieser Staaten, die den Kohleausstieg wollen, setzen auf die Kernenergie. Entscheidet euch endlich! Ein gleichzeitiger Ausstieg aus der fossilen Energie und Kernenergie ist auf absehbare Zeit nicht moeglich!",38,108,3253,"Neuwied, Deutschland",34,2017,11,46,3,8,NA,#Kohleausstieg,NA,negative,Gruene,0,6
AndreasBleckMdB15163475401,AndreasBleckMdB,TRUE,2018-01-19T07:39:00Z,"Zuwanderung Die CDU/CSU-Fraktion praesentiert sich mit ihrem Antrag zur Aenderung des Aufenthaltsgesetzes als Loesung des Problems Fluechtlingskrise. Ein Problem, dass es ohne CDU und CSU gar nicht gegeben haette!","Die CDU/CSU-Fraktion praesentiert sich mit ihrem Antrag zur Aenderung des Aufenthaltsgesetzes als Loesung des Problems Fluechtlingskrise. Ein Problem, dass es ohne CDU und CSU gar nicht gegeben haette!",35,145,3253,"Neuwied, Deutschland",29,2018,1,3,5,18,NA,#CDU|#CSU,NA,negative,Zuwanderung,0,11
AndreasBleckMdB15228248401,AndreasBleckMdB,TRUE,2018-04-04T06:54:00Z,"Verfassungsschutz Die Anzahl der Salafisten in Deutschland waechst zurzeit exponentiell, die Personalkapazitaeten des Verfassungsschutzes nur linear. Es ist eine Frage von Zeit, bis die Beobachtung nicht mehr zu gewaehrleisten ist. Salafisten Verfassungsschutz","Die Anzahl der Salafisten in Deutschland waechst zurzeit exponentiell, die Personalkapazitaeten des Verfassungsschutzes nur linear. Es ist eine Frage von Zeit, bis die Beobachtung nicht mehr zu gewaehrleisten ist. Salafisten Verfassungsschutz",2,12,3253,"Neuwied, Deutschland",32,2018,4,14,8,29,NA,#Salafisten|#Verfassungsschutz,NA,negative,Verfassungsschutz,0,17
AndreasBleckMdB15278290801,AndreasBleckMdB,TRUE,2018-06-01T04:58:00Z,Grenzkontrollen Verstaerkte Grenzkontrollen werte ich als einen Schritt in die richtige Richtung! Die AfD setzt sich mit aller Kraft fuer permanente Grenzkontrollen ein!,Verstaerkte Grenzkontrollen werte ich als einen Schritt in die richtige Richtung! Die AfD setzt sich mit aller Kraft fuer permanente Grenzkontrollen ein!,38,140,3076,"Neuwied, Deutschland",23,2018,6,22,10,37,NA,#Grenzkontrollen|#AfD,NA,positive,Grenzkontrollen,0,15
AndreasBleckMdB15332866801,AndreasBleckMdB,TRUE,2018-08-03T08:58:00Z,"Merkel Mit Merkel den CSU-Wahlkampf zu bestreiten, ist wie mit dem Schwarzen Peter zu trumpfen. Die CSU laesst wirklich keine Gelegenheit aus, ihre Unglaubwuerdigkeit offen zur Schau zu stellen. Weiter so!","Mit Merkel den CSU-Wahlkampf zu bestreiten, ist wie mit dem Schwarzen Peter zu trumpfen. Die CSU laesst wirklich keine Gelegenheit aus, ihre Unglaubwuerdigkeit offen zur Schau zu stellen. Weiter so!",2,9,3076,"Neuwied, Deutschland",31,2018,8,31,12,46,NA,#Merkel|#CSU,NA,negative,Merkel,0,6
AndreasBleckMdB15332866802,AndreasBleckMdB,TRUE,2018-08-03T08:58:00Z,"Merkel Mit Merkel den CSU-Wahlkampf zu bestreiten, ist wie mit dem Schwarzen Peter zu trumpfen. Die CSU laesst wirklich keine Gelegenheit aus, ihre Unglaubwuerdigkeit offen zur Schau zu stellen. Weiter so!","Mit Merkel den CSU-Wahlkampf zu bestreiten, ist wie mit dem Schwarzen Peter zu trumpfen. Die CSU laesst wirklich keine Gelegenheit aus, ihre Unglaubwuerdigkeit offen zur Schau zu stellen. Weiter so!",2,9,3253,"Neuwied, Deutschland",31,2018,8,31,12,46,NA,#Merkel|#CSU,NA,negative,Merkel,0,6
AndrejHunko15265571401,AndrejHunko,TRUE,2018-05-17T11:39:00Z,"Energiepolitik Uebrigens: Die USA sanktionieren die EU-Energiebeziehungen zu Russland und Iran, dafuer bieten die EU-Staatschefs ihnen gestern in Sofia an, dass die USA einfacher US-Fracking LNG in die EU importieren koennen... nicht zu fassen.","Uebrigens: Die USA sanktionieren die EU-Energiebeziehungen zu Russland und Iran, dafuer bieten die EU-Staatschefs ihnen gestern in Sofia an, dass die USA einfacher US-Fracking LNG in die EU importieren koennen... nicht zu fassen.",14,7,9259,Germany,34,2018,5,20,9,35,NA,#USA|#Russland|#Iran|#Fracking|#LNG,NA,negative,Energiepolitik,0,14
AndrejHunko15300965401,AndrejHunko,TRUE,2018-06-27T10:49:00Z,Fluechtlingshilfe Der Bundesinnenminister nennt private Seenotretter Shuttle zwischen Libyen und Suedeuropa. Das ist Identitaeren-Sprech und soll die neue rechte Achse Rom-Wien-Berlin zementieren. Der Mann gehoert sofort von Bord! Lifeline,Der Bundesinnenminister nennt private Seenotretter Shuttle zwischen Libyen und Suedeuropa. Das ist Identitaeren-Sprech und soll die neue rechte Achse Rom-Wien-Berlin zementieren. Der Mann gehoert sofort von Bord! Lifeline,26,52,9259,Germany,31,2018,6,26,10,41,NA,#Lifeline,@BMI_Bund|@Seenotrettung,negative,Fluechtlingshilfe,0,17
AndrejHunko15320817601,AndrejHunko,TRUE,2018-07-20T10:16:00Z,"Puigdemont Es ist sehr erfreulich, dass der irrsinnige Haftbefehl gegen Carles Puigdemont endlich aufgehoben wurde. Wir haben von Anfang an eine politische Loesung in diesem Konflikt gefordert, der nicht mit dem Mitteln des Strafrechts zu loesen ist.","Es ist sehr erfreulich, dass der irrsinnige Haftbefehl gegen Carles Puigdemont endlich aufgehoben wurde. Wir haben von Anfang an eine politische Loesung in diesem Konflikt gefordert, der nicht mit dem Mitteln des Strafrechts zu loesen ist.",539,911,9259,Germany,37,2018,7,29,11,44,NA,#Puigdemont,NA,positive,Puigdemont,0,10
AndrejHunko15426328201,AndrejHunko,TRUE,2018-11-19T13:07:00Z,"Brexit Eine harte Haltung in Bruessel fuehrt auch dazu, dass ein No-Deal-Szenario droht. Meine PM zum EU-Ministerrates zum Brexit: Eine verantwortungsvolle EU-Politik wuerde die Zeit bis Dezember nutzen, um nachzuverhandeln und offene Punkte zu klaeren.","Eine harte Haltung in Bruessel fuehrt auch dazu, dass ein No-Deal-Szenario droht. Meine PM zum EU-Ministerrates zum Brexit: Eine verantwortungsvolle EU-Politik wuerde die Zeit bis Dezember nutzen, um nachzuverhandeln und offene Punkte zu klaeren.",3,7,9259,Germany,35,2018,11,47,15,62,NA,#EU|#Brexit,NA,negative,Brexit,0,6
AndrejHunko15526557601,AndrejHunko,TRUE,2019-03-15T13:16:00Z,"Lateinamerika Zynismus pur: Bundesregierung redet unablaessig von humanitaerer Krise in Venezuela, aber beim US-Erdoelembargo sieht sie offenbar keine Probleme. Es duerfte die Krise massiv verschaerfen, da Venezuela fast komplett von Oelexport abhaengt. Sanktionen","Zynismus pur: Bundesregierung redet unablaessig von humanitaerer Krise in Venezuela, aber beim US-Erdoelembargo sieht sie offenbar keine Probleme. Es duerfte die Krise massiv verschaerfen, da Venezuela fast komplett von Oelexport abhaengt. Sanktionen",10,20,9259,Germany,33,2019,3,11,19,79,NA,#Venezuela|#Sanktionen,NA,negative,Lateinamerika,0,13
AndrejHunko15529038001,AndrejHunko,TRUE,2019-03-18T10:10:00Z,"Fluechtlingshilfe Die EU schiebt niemals Gefluechtete nach Libyen zurueck, schreibt die Dieser Faktencheck ist nicht einmal die halbe Wahrheit. Man bildet mit der libyschen Kuestenwache und Seepolizei Handlanger aus, um diese Drecksarbeit zu erledigen.","Die EU schiebt niemals Gefluechtete nach Libyen zurueck, schreibt die Dieser Faktencheck ist nicht einmal die halbe Wahrheit. Man bildet mit der libyschen Kuestenwache und Seepolizei Handlanger aus, um diese Drecksarbeit zu erledigen.",1,2,9259,Germany,36,2019,3,12,19,80,NA,#Libyen,@EU_Commission:,negative,Fluechtlingshilfe,0,17
