"Qnum";"sentence";"terms";"stopwords";"terms.raw";"sentiws";"sentiws.norm";"polarity";"polarity.norm";"text";"posterms";"negterms";"sentiment";"sentiment.norm";"coder1";"coder2";"coder3";"vote"
"1398";" frau staatssekretärin , wie wollen sie denn angesichts der vorgesehenen politik des plattmachens von arbeitsplätzen eine kompensation in der region ermöglichen ?  . ";15;7;22;2;0.133333333333333;2;0.133333333333333;" frau staatssekretärin , wie wollen sie denn angesichts der vorgesehenen politik des plattmachens von arbeitsplätzen eine kompensation in der region ermöglichen ?  . ";2;0;2;0.133333333333333;"Negativ";"Negativ";"Negativ";"Clearly negative"
"1467";" – sehr geehrter herr kollege lauterbach , sie reden immer so viel von überversorgung ";9;4;13;0;0;2;0.222222222222222;" – sehr geehrter herr kollege lauterbach , sie reden immer so viel von überversorgung ";1;0;1;0.111111111111111;"Negativ";"Negativ";"Negativ";"Clearly negative"
"183";" der vatikan ist im vergleich zur kulturministerkonferenz neumodisch ";5;3;8;0;0;1;0.2;" der vatikan ist im vergleich zur kulturministerkonferenz neumodisch ";1;0;1;0.2;"Negativ";"Negativ";"Negativ";"Clearly negative"
"187";" wir lehnen eine solche kahlschlagpolitik ab und fordern : erstens erhaltung aller stahlstandorte ";8;4;12;1;0.125;1;0.125;" wir lehnen eine solche kahlschlagpolitik ab und fordern : erstens erhaltung aller stahlstandorte ";1;0;1;0.125;"Negativ";"Negativ";"Negativ";"Clearly negative"
"19";" ich glaube , es ist richtig , dass die interessierte öffentlichkeit das einmütige ergebnis einer diskussion des deutschen bundestages als sehr viel glaubwürdiger wahrnehmen würde , als wenn vier anträge vorliegen und mehrere davon nicht angenommen werden , obwohl sie im grunde identisch sind ";25;15;40;3;0.12;4;0.16;" ich glaube , es ist richtig , dass die interessierte öffentlichkeit das einmütige ergebnis einer diskussion des deutschen bundestages als sehr viel glaubwürdiger wahrnehmen würde , als wenn vier anträge vorliegen und mehrere davon NOT_angenommen werden , obwohl sie im grunde identisch sind ";6;0;6;0.24;"Negativ";"Negativ";"Negativ";"Clearly negative"
"190";" stattdessen sind sie seit monaten vor einer entscheidung zurückgeschreckt und haben sich lieber von gutachten zu gutachten gehangelt ";12;6;18;1;0.0833333333333333;1;0.0833333333333333;" stattdessen sind sie seit monaten vor einer entscheidung zurückgeschreckt und haben sich lieber von gutachten zu gutachten gehangelt ";1;0;1;0.0833333333333333;"Negativ";"Negativ";"Negativ";"Clearly negative"
"207";" wären sie so freundlich , ihren koalitionspartner , den kollegen schmidt , der in den nürnberger nachrichten - man kann die zeitung ja auch nennen - als erster verkündet hat - es war also kein wahlkampfthema ";18;12;30;1;0.0555555555555556;1;0.0555555555555556;" wären sie so freundlich , ihren koalitionspartner , den kollegen schmidt , der in den nürnberger nachrichten - man kann die zeitung ja auch nennen - als erster verkündet hat - es war also kein wahlkampfthema ";3;1;2;0.111111111111111;"Negativ";"Negativ";"Negativ";"Clearly negative"
"216";" ich habe die frage gestellt , ob sich die kollegin darüber im klaren ist , dass die steuersystematik so ist und deswegen der weg , der jetzt offensichtlich über den grundfreibetrag eingeschlagen wird , ein grundverkehrter ist ";18;15;33;2;0.111111111111111;2;0.111111111111111;" ich habe die frage gestellt , ob sich die kollegin darüber im klaren ist , dass die steuersystematik so ist und deswegen der weg , der jetzt offensichtlich über den grundfreibetrag eingeschlagen wird , ein grundverkehrter ist ";1;0;1;0.0555555555555556;"Negativ";"Negativ";"Negativ";"Clearly negative"
"217";" herr kaster , machen sie sich nicht lächerlich ";5;2;7;0;0;-1;-0.2;" herr kaster , machen sie sich NOT_lächerlich ";1;0;1;0.2;"Negativ";"Negativ";"Negativ";"Clearly negative"
"22";" damit zertreten sie auch entwicklungen , die wir in deutschland unbedingt benötigen ";7;4;11;1;0.142857142857143;1;0.142857142857143;" damit zertreten sie auch entwicklungen , die wir in deutschland unbedingt benötigen ";1;0;1;0.142857142857143;"Negativ";"Negativ";"Negativ";"Clearly negative"
"277";" das ziel , bis zum jahr 2006 eine oda-quote von 0 ,33 prozent zu erreichen , wird mehr und mehr zu einer utopie ";13;8;21;2;0.153846153846154;4;0.307692307692308;" das ziel , bis zum jahr 2006 eine oda-quote von 0 ,33 prozent zu erreichen , wird mehr und mehr zu einer utopie ";2;0;2;0.153846153846154;"Negativ";"Negativ";"Negativ";"Clearly negative"
"28";" wir haben ihnen auch gesagt , daß es eine andere möglichkeit gegeben hätte , nämlich die möglichkeit , die veränderung über änderungsanträge in der zweiten lesung herbeizuführen ";16;8;24;0;0;0;0;" wir haben ihnen auch gesagt , daß es eine andere möglichkeit gegeben hätte , nämlich die möglichkeit , die veränderung über änderungsanträge in der zweiten lesung herbeizuführen ";2;0;2;0.125;"Negativ";"Negativ";"Negativ";"Clearly negative"
"356";" wer nämlich die idee der stabilität der europäischen währung infrage stellt , der stellt in wahrheit die idee der europäischen union infrage ; denn er riskiert , das vertrauen der bürgerinnen und bürger zu verlieren ";21;12;33;0;0;0;0;" wer nämlich die idee der stabilität der europäischen währung infrage stellt , der stellt in wahrheit die idee der europäischen union infrage ; denn er riskiert , das vertrauen der bürgerinnen und bürger zu verlieren ";4;2;2;0.0952380952380952;"Negativ";"Negativ";"Negativ";"Clearly negative"
"373";" aber es ist bezeichnend für sie , daß sie moderne entwicklungen in diesem bereich über die macht , die sie in einzelnen ländern haben , konterkarieren ";14;9;23;2;0.142857142857143;2;0.142857142857143;" aber es ist bezeichnend für sie , daß sie moderne entwicklungen in diesem bereich über die macht , die sie in einzelnen ländern haben , konterkarieren ";1;0;1;0.0714285714285714;"Negativ";"Negativ";"Negativ";"Clearly negative"
"377";" vor diesem hintergrund ist es außerordentlich erschreckend , was uns die opposition hier zum besten gegeben hat ";10;6;16;-1;-0.1;-2;-0.2;" vor diesem hintergrund ist es außerordentlich erschreckend , was uns die opposition hier zum besten gegeben hat ";2;1;1;0.1;"Negativ";"Negativ";"Negativ";"Clearly negative"
"384";" es sich einfach zu machen und zu sagen , dass man den menschen durch die erbschaftsteuer nur genug geld abnehmen muss und dann alle kosten für die ausbildung in deutschland finanzieren kann , ist der grundfalsche weg ";21;14;35;2;0.0952380952380952;2;0.0952380952380952;" es sich einfach zu machen und zu sagen , dass man den menschen durch die erbschaftsteuer nur genug geld abnehmen muss und dann alle kosten für die ausbildung in deutschland finanzieren kann , ist der grundfalsche weg ";4;2;2;0.0952380952380952;"Negativ";"Negativ";"Negativ";"Clearly negative"
"389";" wird das steuerzahlergeld , das ein relativ kleiner anteil der bevölkerung erbringt - norbert barthle hat es dargestellt - , auch wirklich effizient eingesetzt ";15;5;20;1;0.0666666666666667;1;0.0666666666666667;" wird das steuerzahlergeld , das ein relativ kleiner anteil der bevölkerung erbringt - norbert barthle hat es dargestellt - , auch wirklich effizient eingesetzt ";2;1;1;0.0666666666666667;"Negativ";"Negativ";"Negativ";"Clearly negative"
"39";" bezüglich der berufe , die nicht bundeseinheitlich geregelt werden , haben wir das problem , dass der zuständigkeitsdschungel nicht beseitigt werden wird ";11;8;19;-2;-0.181818181818182;-3;-0.272727272727273;" bezüglich der berufe , die nicht bundeseinheitlich geregelt werden , haben wir das problem , dass der zuständigkeitsdschungel NOT_beseitigt werden wird ";3;2;1;0.0909090909090909;"Negativ";"Negativ";"Negativ";"Clearly negative"
"4";" halten sie eine bearbeitungszeit von 53 monaten seit dem beschluß des bundestages für ein raum- und funktionsprogramm des bundeskanzleramtes , das man normalerweise in drei monaten zustande bringt , für ein zeichen dafür , wie zügig sich die bundesregierung um die umsetzung des mehrheitsbeschlusses des deutschen bundestages bemüht ?  . ";31;15;46;1;0.032258064516129;0;0;" halten sie eine bearbeitungszeit von 53 monaten seit dem beschluß des bundestages für ein raum- und funktionsprogramm des bundeskanzleramtes , das man normalerweise in drei monaten zustande bringt , für ein zeichen dafür , wie zügig sich die bundesregierung um die umsetzung des mehrheitsbeschlusses des deutschen bundestages bemüht ?  . ";2;0;2;0.0645161290322581;"Negativ";"Negativ";"Negativ";"Clearly negative"
"468";" - beruhigen sie sich ein bisschen ";3;2;5;1;0.333333333333333;1;0.333333333333333;" - beruhigen sie sich ein bisschen ";1;0;1;0.333333333333333;"Negativ";"Negativ";"Negativ";"Clearly negative"
"560";" ich denke , es wäre ausreichend zeit gewesen , mit den ländern zu sprechen , um eine abgestimmte lösung zu erreichen ";11;7;18;2;0.181818181818182;2;0.181818181818182;" ich denke , es wäre ausreichend zeit gewesen , mit den ländern zu sprechen , um eine abgestimmte lösung zu erreichen ";3;0;3;0.272727272727273;"Negativ";"Negativ";"Negativ";"Clearly negative"
"568";" sollte es bei den nachverhandlungen , die dieses jahr in genf stattfinden , zu einem wirklich substanziellen ergebnis kommen , müssen wir überlegen , ob es wirklich sinnvoll ist , mammutkonferenzen mit 6 000 delegierten abzuhalten , ohne dass tatsächlich zum kern der probleme vorgestoßen wird ";27;13;40;0;0;1;0.037037037037037;" sollte es bei den nachverhandlungen , die dieses jahr in genf stattfinden , zu einem wirklich substanziellen ergebnis kommen , müssen wir überlegen , ob es wirklich sinnvoll ist , mammutkonferenzen mit 6 000 delegierten abzuhalten , ohne dass tatsächlich zum kern der probleme vorgestoßen wird ";3;2;1;0.037037037037037;"Negativ";"Negativ";"Negativ";"Clearly negative"
"583";" ein zurückweichen vor den drohenden gefahren käme einem angriff auf die selbstbestimmung , den freien willen und die geistige gesundheit unseres volkes gleich ";16;6;22;0;0;1;0.0625;" ein zurückweichen vor den drohenden gefahren käme einem angriff auf die selbstbestimmung , den freien willen und die geistige gesundheit unseres volkes gleich ";3;2;1;0.0625;"Negativ";"Negativ";"Negativ";"Clearly negative"
"594";" ohne das impulsprogramm wird es die noch junge technik mit ihrem großen potenzial , die einen wichtigen beitrag zur erreichung der klimaschutzziele und zur dezentralisierung der stromerzeugung leistet , sehr viel schwerer haben , den durchbruch im markt zu erreichen ";23;14;37;1;0.0434782608695652;5;0.217391304347826;" ohne das impulsprogramm wird es die noch junge technik mit ihrem großen potenzial , die einen wichtigen beitrag zur erreichung der klimaschutzziele und zur dezentralisierung der stromerzeugung leistet , sehr viel schwerer haben , den durchbruch im markt zu erreichen ";5;1;4;0.173913043478261;"Negativ";"Negativ";"Negativ";"Clearly negative"
"60";" wir halten eine debatte darüber für unerläßlich , da es bei der regierungskoalition bedrohliche bestrebungen gibt , sich von den prinzipien gezielter förderung noch weiter zu entfernen ";16;9;25;0;0;-1;-0.0625;" wir halten eine debatte darüber für unerläßlich , da es bei der regierungskoalition bedrohliche bestrebungen gibt , sich von den prinzipien gezielter förderung noch weiter zu entfernen ";2;1;1;0.0625;"Negativ";"Negativ";"Negativ";"Clearly negative"
"617";" die energiepolitik und ihre bedeutung für die bürgerinnen und bürger rückt angesichts einer vielzahl ungelöster probleme zunehmend in den blickpunkt der deutschen öffentlichkeit ";16;7;23;1;0.0625;2;0.125;" die energiepolitik und ihre bedeutung für die bürgerinnen und bürger rückt angesichts einer vielzahl ungelöster probleme zunehmend in den blickpunkt der deutschen öffentlichkeit ";3;1;2;0.125;"Negativ";"Negativ";"Negativ";"Clearly negative"
"622";" verehrter herr kollege friedrich , wären sie bereit , eventuell einzuräumen , daß genau der sachverhalt , den sie zuletzt beschrieben haben , damit zu tun haben könnte , daß eben jenseits der 0 ,5 promille so etwas wie ein kontrollverlust eintritt und eben unkontrolliert weitergetrunken wird , bis man dann freilich irgendwann blau ist ?  . ";34;16;50;4;0.117647058823529;4;0.117647058823529;" verehrter herr kollege friedrich , wären sie bereit , eventuell einzuräumen , daß genau der sachverhalt , den sie zuletzt beschrieben haben , damit zu tun haben könnte , daß eben jenseits der 0 ,5 promille so etwas wie ein kontrollverlust eintritt und eben unkontrolliert weitergetrunken wird , bis man dann freilich irgendwann blau ist ?  . ";5;1;4;0.117647058823529;"Negativ";"Negativ";"Negativ";"Clearly negative"
"623";" eine enthaltung ist doch wohl eine recht schwache form der zustimmung , oder , herr baumann ";9;5;14;1;0.111111111111111;2;0.222222222222222;" eine enthaltung ist doch wohl eine recht schwache form der zustimmung , oder , herr baumann ";2;1;1;0.111111111111111;"Negativ";"Negativ";"Negativ";"Clearly negative"
"647";" ein teil der busfahrer wurde in eine besondere gesellschaft abgeschoben , mit nur 80 prozent des tarifs ";11;5;16;1;0.0909090909090909;1;0.0909090909090909;" ein teil der busfahrer wurde in eine besondere gesellschaft abgeschoben , mit nur 80 prozent des tarifs ";1;0;1;0.0909090909090909;"Negativ";"Negativ";"Negativ";"Clearly negative"
"687";" wir haben eine menge von dingen , mit denen sich ganz gut reklame machen läßt , hinter denen aber , wenn man näher hinguckt , eben nichts steckt ; (rüttgers [cdu/csu] : sie sprechen von ihrem wahlprogramm ";20;12;32;1;0.05;2;0.1;" wir haben eine menge von dingen , mit denen sich ganz gut reklame machen läßt , hinter denen aber , wenn man näher hinguckt , eben nichts steckt ; (rüttgers [cdu/csu] : sie sprechen von ihrem wahlprogramm ";3;1;2;0.1;"Negativ";"Negativ";"Negativ";"Clearly negative"
"688";" die steuern verteilen sie hin zu den vorständen der großen banken , versicherungen und angeschlossenen konzerne ";10;5;15;1;0.1;0;0;" die steuern verteilen sie hin zu den vorständen der großen banken , versicherungen und angeschlossenen konzerne ";2;0;2;0.2;"Negativ";"Negativ";"Negativ";"Clearly negative"
"695";" von der führung bei europäischen projekten wage ich nun gar nicht mehr zu reden ";9;5;14;1;0.111111111111111;0;0;" von der führung bei europäischen projekten wage ich nun gar nicht mehr zu reden ";2;1;1;0.111111111111111;"Negativ";"Negativ";"Negativ";"Clearly negative"
"703";" ich frage sie jetzt in diesem zusammenhang : haben sie sich , insbesondere zur vorbereitung ihrer antwort heute , dieses protokoll einmal angesehen und durchgelesen und darin einen - in dem leserbrief behaupteten - schriftlichen belehrungsvermerk gefunden ";19;13;32;2;0.105263157894737;1;0.0526315789473684;" ich frage sie jetzt in diesem zusammenhang : haben sie sich , insbesondere zur vorbereitung ihrer antwort heute , dieses protokoll einmal angesehen und durchgelesen und darin einen - in dem leserbrief behaupteten - schriftlichen belehrungsvermerk gefunden ";2;0;2;0.105263157894737;"Negativ";"Negativ";"Negativ";"Clearly negative"
"709";" herr kollege eylmann , teilen sie angesichts dessen , was sie ausgeführt haben , meine auffassung , daß die ausgestaltung der beratung , wie sie auch im entwurf der cdu/csu-fraktion zum ausdruck kommt , von einem tiefen mißtrauen gegenüber der fähigkeit der frau geprägt ist , selbstverantwortlich zu entscheiden und auch im fall einer schwangerschaftskonfliktsituation eine eigenverantwortliche gewissenhafte entscheidung zu treffen , und wie beurteilen sie in diesem zusammenhang die jahrelangen eigenverantwortlichen entscheidungen in schwangerschaftskonfliktsituationen der frauen in der ehemaligen ddr ?  . ";47;28;75;2;0.0425531914893617;1;0.0212765957446809;" herr kollege eylmann , teilen sie angesichts dessen , was sie ausgeführt haben , meine auffassung , daß die ausgestaltung der beratung , wie sie auch im entwurf der cdu/csu-fraktion zum ausdruck kommt , von einem tiefen mißtrauen gegenüber der fähigkeit der frau geprägt ist , selbstverantwortlich zu entscheiden und auch im fall einer schwangerschaftskonfliktsituation eine eigenverantwortliche gewissenhafte entscheidung zu treffen , und wie beurteilen sie in diesem zusammenhang die jahrelangen eigenverantwortlichen entscheidungen in schwangerschaftskonfliktsituationen der frauen in der ehemaligen ddr ?  . ";2;0;2;0.0425531914893617;"Negativ";"Negativ";"Negativ";"Clearly negative"
"71";" wenn man sich die erhöhung der frauenquote in führungspositionen anschaut , dann stellt man fest : trotz der mindestens zehn jahre alten selbstverpflichtung der großen unternehmen ist das ergebnis gleich null ";20;9;29;-1;-0.05;0;0;" wenn man sich die erhöhung der frauenquote in führungspositionen anschaut , dann stellt man fest : trotz der mindestens zehn jahre alten selbstverpflichtung der großen unternehmen ist das ergebnis gleich null ";4;2;2;0.1;"Negativ";"Negativ";"Negativ";"Clearly negative"
"728";" ich weiß nicht , ob wir damit das gewünschte ziel , nichtraucher zu schützen , erreichen ";8;5;13;2;0.25;1;0.125;" ich weiß nicht , ob wir damit das gewünschte ziel , nichtraucher zu schützen , erreichen ";4;1;3;0.375;"Negativ";"Negativ";"Negativ";"Clearly negative"
"734";" die qualität sinkt ";2;1;3;0;0;0;0;" die qualität sinkt ";1;0;1;0.5;"Negativ";"Negativ";"Negativ";"Clearly negative"
"750";" was bedeutet es eigentlich für die arbeit der bundesbehörden , die in den kommenden monaten eine quellen-tkü durchführen wollen , wenn sie im augenblick nicht auf eine entsprechende software zugreifen können ";16;13;29;2;0.125;0;0;" was bedeutet es eigentlich für die arbeit der bundesbehörden , die in den kommenden monaten eine quellen-tkü durchführen wollen , wenn sie im augenblick nicht auf eine entsprechende software zugreifen können ";2;1;1;0.0625;"Negativ";"Negativ";"Negativ";"Clearly negative"
"755";" - herr staatssekretär mosdorf , ich habe nicht in erster linie danach gefragt , ob sie bereits vorschläge gesammelt haben , sondern ich habe gezielt gefragt , wann die bundesregierung gedenkt , die von uns gesammelten vorschläge in den parlamentarischen entscheidungsprozess zu bringen ";26;11;37;3;0.115384615384615;3;0.115384615384615;" - herr staatssekretär mosdorf , ich habe nicht in erster linie danach gefragt , ob sie bereits vorschläge gesammelt haben , sondern ich habe gezielt gefragt , wann die bundesregierung gedenkt , die von uns gesammelten vorschläge in den parlamentarischen entscheidungsprozess zu bringen ";4;1;3;0.115384615384615;"Negativ";"Negativ";"Negativ";"Clearly negative"
"762";" jeder verdächtige mit einem halbwegs pfiffigen verteidiger wird sich dann damit herausreden , dass er ja nur mal abenteuerurlaub machen wollte ";13;7;20;1;0.0769230769230769;2;0.153846153846154;" jeder verdächtige mit einem halbwegs pfiffigen verteidiger wird sich dann damit herausreden , dass er ja nur mal abenteuerurlaub machen wollte ";2;1;1;0.0769230769230769;"Negativ";"Negativ";"Negativ";"Clearly negative"
"764";" wer sich der zustimmung zum haushalt entzieht , kann zwar über die verantwortung für die bundeswehr reden , er zeigt aber , dass er nicht willens und bereit ist , sie zu tragen ";17;12;29;3;0.176470588235294;2;0.117647058823529;" wer sich der zustimmung zum haushalt entzieht , kann zwar über die verantwortung für die bundeswehr reden , er zeigt aber , dass er nicht willens und bereit ist , sie zu tragen ";3;1;2;0.117647058823529;"Negativ";"Negativ";"Negativ";"Clearly negative"
"768";" liebe kollegin michaela noll , sie haben in ihrem redebeitrag gerade den eindruck erweckt , dass wir uns im ausschuss für familie , senioren , frauen und jugend zu beginn dieser legislaturperiode einvernehmlich verständigt haben , von gender-mainstreaming abstand zu nehmen .  . ";26;12;38;2;0.0769230769230769;4;0.153846153846154;" liebe kollegin michaela noll , sie haben in ihrem redebeitrag gerade den eindruck erweckt , dass wir uns im ausschuss für familie , senioren , frauen und jugend zu beginn dieser legislaturperiode einvernehmlich verständigt haben , von gender-mainstreaming abstand zu nehmen .  . ";5;1;4;0.153846153846154;"Negativ";"Negativ";"Negativ";"Clearly negative"
"792";" sie tut das offensichtlich in vorauseilendem gehorsam gegenüber der rüstungsindustrie ";6;4;10;2;0.333333333333333;2;0.333333333333333;" sie tut das offensichtlich in vorauseilendem gehorsam gegenüber der rüstungsindustrie ";1;0;1;0.166666666666667;"Negativ";"Negativ";"Negativ";"Clearly negative"
"814";" ich würde mir hier deutlich klarere vorgaben wünschen ";6;2;8;1;0.166666666666667;2;0.333333333333333;" ich würde mir hier deutlich klarere vorgaben wünschen ";2;0;2;0.333333333333333;"Negativ";"Negativ";"Negativ";"Clearly negative"
"817";" halten sie es angesichts der soeben von ihnen aufgestellten these , man solle versuchen , die mittleren einkommensschichten mit einer vernünftigen kinderkomponente zu fördern , wirklich für nötig , über dieses modell im bauministerium nachzudenken ";21;10;31;0;0;2;0.0952380952380952;" halten sie es angesichts der soeben von ihnen aufgestellten these , man solle versuchen , die mittleren einkommensschichten mit einer vernünftigen kinderkomponente zu fördern , wirklich für nötig , über dieses modell im bauministerium nachzudenken ";3;1;2;0.0952380952380952;"Negativ";"Negativ";"Negativ";"Clearly negative"
"863";" - beruhigen sie sich ";2;1;3;1;0.5;1;0.5;" - beruhigen sie sich ";1;0;1;0.5;"Negativ";"Negativ";"Negativ";"Clearly negative"
"864";" hält es die bundesregierung angesichts des sinkenden problembewusstseins bei jugendlichen gegenüber der möglichkeit einer hiv- infektion für pädagogisch sinnvoll , durch eine abgabe der pille danach in den schulen zu suggerieren , dass man beim geschlechtsverkehr ohne kondome einigermaßen sicher ist ?  . ";27;13;40;2;0.0740740740740741;1;0.037037037037037;" hält es die bundesregierung angesichts des sinkenden problembewusstseins bei jugendlichen gegenüber der möglichkeit einer hiv- infektion für pädagogisch sinnvoll , durch eine abgabe der pille danach in den schulen zu suggerieren , dass man beim geschlechtsverkehr ohne kondome einigermaßen sicher ist ?  . ";4;1;3;0.111111111111111;"Negativ";"Negativ";"Negativ";"Clearly negative"
